document_id,authors,title
2403.12616,"[{'keyname': 'Höfer', 'forenames': 'Richard M.'}, {'keyname': 'Nečasová', 'forenames': 'Šárka'}, {'keyname': 'Oschmann', 'forenames': 'Florian'}]",Quantitative homogenization of the compressible Navier-Stokes equations  towards Darcy's law
2403.12619,"[{'keyname': 'Shumovskaia', 'forenames': 'Valentina'}, {'keyname': 'Kayaalp', 'forenames': 'Mert'}, {'keyname': 'Sayed', 'forenames': 'Ali H.'}]",Detection of Malicious Agents in Social Learning
2403.12652,"[{'keyname': 'Agresti', 'forenames': 'Antonio'}, {'keyname': 'Sauerbrey', 'forenames': 'Max'}]",Well-posedness of the stochastic thin-film equation with an interface  potential
2403.13077,"[{'keyname': 'Datta', 'forenames': 'Sudeb Ranjan'}, {'keyname': 'Chakravorty', 'forenames': 'Susmita'}, {'keyname': 'Ferreira', 'forenames': 'Jonathan'}, {'keyname': 'Petrucci', 'forenames': 'Pierre-Olivier'}, {'keyname': 'Kallman', 'forenames': 'Timothy R'}, {'keyname': 'Jacquemin-Ide', 'forenames': 'Jonatan'}, {'keyname': 'Zimniak', 'forenames': 'Nathan'}, {'keyname': 'Wilms', 'forenames': 'Joern'}, {'keyname': 'Bianchi', 'forenames': 'Stefano'}, {'keyname': 'Parra', 'forenames': 'Maxime'}, {'keyname': 'Clavel', 'forenames': 'Maïca'}]",Impact of the disk magnetization on MHD disk wind signature
2403.13399,"[{'keyname': 'Milcareck', 'forenames': 'G.'}, {'keyname': 'Guerlet', 'forenames': 'S.'}, {'keyname': 'Montmessin', 'forenames': 'F.'}, {'keyname': 'Spiga', 'forenames': 'A.'}, {'keyname': 'Leconte', 'forenames': 'J.'}, {'keyname': 'Millour', 'forenames': 'E.'}, {'keyname': 'Clément', 'forenames': 'N.'}, {'keyname': 'Fletcher', 'forenames': 'L. N.'}, {'keyname': 'Roman', 'forenames': 'M. T.'}, {'keyname': 'Lellouch', 'forenames': 'E.'}, {'keyname': 'Moreno', 'forenames': 'R.'}, {'keyname': 'Cavalié', 'forenames': 'T.'}, {'keyname': 'Carrión-González', 'forenames': 'Ó.'}]",Radiative-convective models of the atmospheres of Uranus and Neptune:  heating sources and seasonal effects
2403.13426,"[{'keyname': 'Brisson', 'forenames': 'Jade'}, {'keyname': 'Colbois', 'forenames': 'Bruno'}, {'keyname': 'Gittins', 'forenames': 'Katie'}]",Spectral ratios and gaps for Steklov eigenvalues of balls with  revolution-type metrics
2403.13445,"[{'keyname': 'Mukhopadhyaya', 'forenames': 'Biswarup'}, {'keyname': 'Samanta', 'forenames': 'Sirshendu'}, {'keyname': 'Samui', 'forenames': 'Tousik'}, {'keyname': 'Singh', 'forenames': 'Ritesh K.'}]",Improving probes of $hAA$ coupling in the Type-X two Higgs Doublet Model  scenario: the crucial role of $\tau$-jet charge identification
2403.13576,"[{'keyname': 'Machida', 'forenames': 'Takuya'}]",Phase transition of a continuous-time quantum walk on the half line
2403.14431,"[{'keyname': 'Düring', 'forenames': 'Bertram'}, {'keyname': 'Franceschi', 'forenames': 'Jonathan'}, {'keyname': 'Wolfram', 'forenames': 'Marie-Therese'}, {'keyname': 'Zanella', 'forenames': 'Mattia'}]",Breaking Consensus in Kinetic Opinion Formation Models on Graphons
2403.14502,"[{'keyname': 'He', 'forenames': 'Temple'}, {'keyname': 'Mitra', 'forenames': 'Prahar'}, {'keyname': 'Sivaramakrishnan', 'forenames': 'Allic'}, {'keyname': 'Zurek', 'forenames': 'Kathryn M.'}]",An On-Shell Derivation of the Soft Effective Action in Abelian Gauge  Theories
2403.15022,"[{'keyname': 'Saleem', 'forenames': 'Tausifa Jan'}, {'keyname': 'Ahuja', 'forenames': 'Ramanjit'}, {'keyname': 'Prasad', 'forenames': 'Surendra'}, {'keyname': 'Lall', 'forenames': 'Brejesh'}]",Insights into the Lottery Ticket Hypothesis and Iterative Magnitude  Pruning
2403.15118,"[{'keyname': 'Margalef-Bentabol', 'forenames': 'B.'}, {'keyname': 'Wang', 'forenames': 'L.'}, {'keyname': 'La Marca', 'forenames': 'A.'}, {'keyname': 'Blanco-Prieto', 'forenames': 'C.'}, {'keyname': 'Chudy', 'forenames': 'D.'}, {'keyname': 'Domínguez-Sánchez', 'forenames': 'H.'}, {'keyname': 'Goulding', 'forenames': 'A. D.'}, {'keyname': 'Guzmán-Ortega', 'forenames': 'A.'}, {'keyname': 'Huertas-Company', 'forenames': 'M.'}, {'keyname': 'Martin', 'forenames': 'G.'}, {'keyname': 'Pearson', 'forenames': 'W. J.'}, {'keyname': 'Rodriguez-Gomez', 'forenames': 'V.'}, {'keyname': 'Walmsley', 'forenames': 'M.'}, {'keyname': 'Bickley', 'forenames': 'R. W.'}, {'keyname': 'Bottrell', 'forenames': 'C.'}, {'keyname': 'Conselice', 'forenames': 'C.'}, {'keyname': ""O'Ryan"", 'forenames': 'D.'}]",Galaxy merger challenge: A comparison study between machine  learning-based detection methods
2403.15158,"[{'keyname': 'Muharlyamov', 'forenames': 'Ruslan K.'}, {'keyname': 'Pankratyeva', 'forenames': 'Tatiana N.'}, {'keyname': 'Bashir', 'forenames': 'Shehabaldeen O. A.'}]",Magnetic Bianchi-I cosmology in the Horndeski theory
2403.15297,"[{'keyname': 'Dong', 'forenames': 'Tiansi'}, {'keyname': 'Jamnik', 'forenames': 'Mateja'}, {'keyname': 'Liò', 'forenames': 'Pietro'}]",Sphere Neural-Networks for Rational Reasoning
2403.15575,"[{'keyname': 'Krishnamurthy', 'forenames': 'Vigneshwaran'}, {'keyname': 'Cowan', 'forenames': 'Nicolas B.'}]",Helium in Exoplanet Exospheres: Orbital and Stellar Influences
2403.15596,"[{'keyname': 'Bhat', 'forenames': 'Harish S.'}, {'keyname': 'Bassi', 'forenames': 'Hardeep'}, {'keyname': 'Ranka', 'forenames': 'Karnamohit'}, {'keyname': 'Isborn', 'forenames': 'Christine M.'}]",Incorporating Memory into Propagation of 1-Electron Reduced Density  Matrices
2403.15770,"[{'keyname': 'Li', 'forenames': 'Zhongsen'}, {'keyname': 'Chen', 'forenames': 'Wenxuan'}, {'keyname': 'Wang', 'forenames': 'Shuai'}, {'keyname': 'Liu', 'forenames': 'Chuyu'}, {'keyname': 'Zou', 'forenames': 'Qing'}, {'keyname': 'Li', 'forenames': 'Rui'}]",Graph Image Prior for Unsupervised Dynamic Cardiac Cine MRI  Reconstruction
2403.16494,"[{'keyname': 'Xu', 'forenames': 'Wei'}, {'keyname': 'Luo', 'forenames': 'Junjie'}, {'keyname': 'Guo', 'forenames': 'Qi'}]",CT-Bound: Robust Boundary Detection From Noisy Images Via Hybrid  Convolution and Transformer Neural Networks
2403.16512,"[{'keyname': 'Cahyawijaya', 'forenames': 'Samuel'}, {'keyname': 'Lovenia', 'forenames': 'Holy'}, {'keyname': 'Fung', 'forenames': 'Pascale'}]",LLMs Are Few-Shot In-Context Low-Resource Language Learners
2403.16621,"[{'keyname': 'Rosário', 'forenames': 'N. M.'}, {'keyname': 'Demangeon', 'forenames': 'O. D. S.'}, {'keyname': 'Barros', 'forenames': 'S. C. C.'}, {'keyname': 'Gandolfi', 'forenames': 'D.'}, {'keyname': 'Egger', 'forenames': 'J. A.'}, {'keyname': 'Serrano', 'forenames': 'L. M.'}, {'keyname': 'Osborn', 'forenames': 'H. P.'}, {'keyname': 'Beck', 'forenames': 'M.'}, {'keyname': 'Benz', 'forenames': 'W.'}, {'keyname': 'Florén', 'forenames': 'H. -G.'}, {'keyname': 'Guterman', 'forenames': 'P.'}, {'keyname': 'Wilson', 'forenames': 'T. G.'}, {'keyname': 'Alibert', 'forenames': 'Y.'}, {'keyname': 'Fossati', 'forenames': 'L.'}, {'keyname': 'Hooton', 'forenames': 'M. J.'}, {'keyname': 'Delrez', 'forenames': 'L.'}, {'keyname': 'Santos', 'forenames': 'N. C.'}, {'keyname': 'Sousa', 'forenames': 'S. G.'}, {'keyname': 'Bonfanti', 'forenames': 'A.'}, {'keyname': 'Salmon', 'forenames': 'S.'}, {'keyname': 'Adibekyan', 'forenames': 'V.'}, {'keyname': 'Nigioni', 'forenames': 'A.'}, {'keyname': 'Venturini', 'forenames': 'J.'}, {'keyname': 'Alonso', 'forenames': 'R.'}, {'keyname': 'Anglada', 'forenames': 'G.'}, {'keyname': 'Asquier', 'forenames': 'J.'}, {'keyname': 'Bárczy', 'forenames': 'T.'}, {'keyname': 'Navascues', 'forenames': 'D. Barrado'}, {'keyname': 'Barragán', 'forenames': 'O.'}, {'keyname': 'Baumjohann', 'forenames': 'W.'}, {'keyname': 'Beck', 'forenames': 'T.'}, {'keyname': 'Billot', 'forenames': 'N.'}, {'keyname': 'Biondi', 'forenames': 'F.'}, {'keyname': 'Bonfils', 'forenames': 'X.'}, {'keyname': 'Borsato', 'forenames': 'L.'}, {'keyname': 'Brandeker', 'forenames': 'A.'}, {'keyname': 'Broeg', 'forenames': 'C.'}, {'keyname': 'Cessa', 'forenames': 'V.'}, {'keyname': 'Charnoz', 'forenames': 'S.'}, {'keyname': 'Cameron', 'forenames': 'A. Collier'}, {'keyname': 'Csizmadia', 'forenames': 'Sz.'}, {'keyname': 'Cubillos', 'forenames': 'P. E.'}, {'keyname': 'Davies', 'forenames': 'M. B.'}, {'keyname': 'Deleuil', 'forenames': 'M.'}, {'keyname': 'Deline', 'forenames': 'A.'}, {'keyname': 'Demory', 'forenames': 'B. -O.'}, {'keyname': 'Ehrenreich', 'forenames': 'D.'}, {'keyname': 'Erikson', 'forenames': 'A.'}, {'keyname': 'Esposito', 'forenames': 'M.'}, {'keyname': 'Fortier', 'forenames': 'A.'}, {'keyname': 'Fridlund', 'forenames': 'M.'}, {'keyname': 'Gillon', 'forenames': 'M.'}, {'keyname': 'Güdel', 'forenames': 'M.'}, {'keyname': 'Günther', 'forenames': 'M. N.'}, {'keyname': 'Helling', 'forenames': 'Ch.'}, {'keyname': 'Hoyer', 'forenames': 'S.'}, {'keyname': 'Isaak', 'forenames': 'K. G.'}, {'keyname': 'Kiss', 'forenames': 'L. L.'}, {'keyname': 'Lam', 'forenames': 'K. W. F.'}, {'keyname': 'Laskar', 'forenames': 'J.'}, {'keyname': 'Etangs', 'forenames': 'A. Lecavelier des'}, {'keyname': 'Lendl', 'forenames': 'M.'}, {'keyname': 'Luntzer', 'forenames': 'A.'}, {'keyname': 'Magrin', 'forenames': 'D.'}, {'keyname': 'Maxted', 'forenames': 'P. F. L.'}, {'keyname': 'Mordasini', 'forenames': 'C.'}, {'keyname': 'Nascimbeni', 'forenames': 'V.'}, {'keyname': 'Olofsson', 'forenames': 'G.'}, {'keyname': 'Osborne', 'forenames': 'H. L. M.'}, {'keyname': 'Ottensamer', 'forenames': 'R.'}, {'keyname': 'Pagano', 'forenames': 'I.'}, {'keyname': 'Pallé', 'forenames': 'E.'}, {'keyname': 'Peter', 'forenames': 'G.'}, {'keyname': 'Piotto', 'forenames': 'G.'}, {'keyname': 'Pollacco', 'forenames': 'D.'}, {'keyname': 'Queloz', 'forenames': 'D.'}, {'keyname': 'Ragazzoni', 'forenames': 'R.'}, {'keyname': 'Rando', 'forenames': 'N.'}, {'keyname': 'Rauer', 'forenames': 'H.'}, {'keyname': 'Ribas', 'forenames': 'I.'}, {'keyname': 'Scandariato', 'forenames': 'G.'}, {'keyname': 'Ségransan', 'forenames': 'D.'}, {'keyname': 'Simon', 'forenames': 'A. E.'}, {'keyname': 'Smith', 'forenames': 'A. M. S.'}, {'keyname': 'Stalport', 'forenames': 'M.'}, {'keyname': 'Szabó', 'forenames': 'Gy. M.'}, {'keyname': 'Thomas', 'forenames': 'N.'}, {'keyname': 'Udry', 'forenames': 'S.'}, {'keyname': 'Van Eylen', 'forenames': 'V.'}, {'keyname': 'Van Grootel', 'forenames': 'V.'}, {'keyname': 'Villaver', 'forenames': 'E.'}, {'keyname': 'Walter', 'forenames': 'I.'}, {'keyname': 'Walton', 'forenames': 'N. A.'}]",Precise characterisation of HD 15337 with CHEOPS: a laboratory for  planet formation and evolution
2403.16883,"[{'keyname': 'Nguyen', 'forenames': 'Van Khoa'}, {'keyname': 'Boget', 'forenames': 'Yoann'}, {'keyname': 'Lavda', 'forenames': 'Frantzeska'}, {'keyname': 'Kalousis', 'forenames': 'Alexandros'}]",GLAD: Improving Latent Graph Generative Modeling with Simple  Quantization
2403.16892,"[{'keyname': 'Hsieh', 'forenames': 'T. -H.'}, {'keyname': 'Pineda', 'forenames': 'J. E.'}, {'keyname': 'Segura-Cox', 'forenames': 'D. M.'}, {'keyname': 'Caselli', 'forenames': 'P.'}, {'keyname': 'Valdivia-Mena', 'forenames': 'M. T.'}, {'keyname': 'Gieser', 'forenames': 'C.'}, {'keyname': 'Maureira', 'forenames': 'M. J.'}, {'keyname': 'Lopez-Sepulcre', 'forenames': 'A.'}, {'keyname': 'Bouscasse', 'forenames': 'L.'}, {'keyname': 'Neri', 'forenames': 'R.'}, {'keyname': 'Möller', 'forenames': 'Th.'}, {'keyname': 'Dutrey', 'forenames': 'A.'}, {'keyname': 'Fuente', 'forenames': 'A.'}, {'keyname': 'Semenov', 'forenames': 'D.'}, {'keyname': 'Chapillon', 'forenames': 'E.'}, {'keyname': 'Cunningham', 'forenames': 'N.'}, {'keyname': 'Henning', 'forenames': 'Th.'}, {'keyname': 'Pietu', 'forenames': 'V.'}, {'keyname': 'Jimenez-Serra', 'forenames': 'I.'}, {'keyname': 'Marino', 'forenames': 'S.'}, {'keyname': 'Ceccarelli', 'forenames': 'C.'}]",PRODIGE -- Envelope to Disk with NOEMA III. The origin of complex  organic molecule emission in SVS13A
2403.17055,"[{'keyname': 'Damsted', 'forenames': 'S.'}, {'keyname': 'Finoguenov', 'forenames': 'A.'}, {'keyname': 'Lietzen', 'forenames': 'H.'}, {'keyname': 'Mamon', 'forenames': 'G. A.'}, {'keyname': 'Comparat', 'forenames': 'J.'}, {'keyname': 'Tempel', 'forenames': 'E.'}, {'keyname': 'Dmitrieva', 'forenames': 'I.'}, {'keyname': 'Clerc', 'forenames': 'N.'}, {'keyname': 'Collins', 'forenames': 'C.'}, {'keyname': 'Gozaliasl', 'forenames': 'G.'}, {'keyname': 'Eckert', 'forenames': 'D.'}]",AXES-SDSS: comparison of SDSS galaxy groups with all-sky X-ray extended  sources
2403.17179,"[{'keyname': 'Schmidt', 'forenames': 'Stefano'}, {'keyname': 'Caudill', 'forenames': 'Sarah'}]",A novel signal-consistency test for gravitational-wave searches of  generic black hole binaries
2403.17304,"[{'keyname': 'Romanelli', 'forenames': 'Norberto'}, {'keyname': 'Fowler', 'forenames': 'Christopher M.'}, {'keyname': 'DiBraccio', 'forenames': 'Gina A.'}, {'keyname': 'Espley', 'forenames': 'Jared R.'}, {'keyname': 'Halekas', 'forenames': 'Jasper S.'}]",Alfv\'en Waves at Mars
2403.17576,"[{'keyname': 'Bamberg', 'forenames': 'John'}, {'keyname': 'Giudici', 'forenames': 'Michael'}, {'keyname': 'Lansdown', 'forenames': 'Jesse'}, {'keyname': 'Royle', 'forenames': 'Gordon F.'}]",Tactical decompositions in finite polar spaces and non-spreading  classical group actions
2403.17799,"[{'keyname': 'Padmanabh', 'forenames': 'P. V.'}, {'keyname': 'Ransom', 'forenames': 'S. M.'}, {'keyname': 'Freire', 'forenames': 'P. C. C.'}, {'keyname': 'Ridolfi', 'forenames': 'A.'}, {'keyname': 'Taylor', 'forenames': 'J. D.'}, {'keyname': 'Choza', 'forenames': 'C.'}, {'keyname': 'Clark', 'forenames': 'C. J.'}, {'keyname': 'Abbate', 'forenames': 'F.'}, {'keyname': 'Bailes', 'forenames': 'M.'}, {'keyname': 'Barr', 'forenames': 'E. D.'}, {'keyname': 'Buchner', 'forenames': 'S.'}, {'keyname': 'Burgay', 'forenames': 'M.'}, {'keyname': 'DeCesar', 'forenames': 'M. E.'}, {'keyname': 'Chen', 'forenames': 'W.'}, {'keyname': 'Corongiu', 'forenames': 'A.'}, {'keyname': 'Champion', 'forenames': 'D. J.'}, {'keyname': 'Dutta', 'forenames': 'A.'}, {'keyname': 'Geyer', 'forenames': 'M.'}, {'keyname': 'Hessels', 'forenames': 'J. W. T.'}, {'keyname': 'Kramer', 'forenames': 'M.'}, {'keyname': 'Possenti', 'forenames': 'A.'}, {'keyname': 'Stairs', 'forenames': 'I. H.'}, {'keyname': 'Stappers', 'forenames': 'B. W.'}, {'keyname': 'Krishnan', 'forenames': 'V. Venkatraman'}, {'keyname': 'Vleeschower', 'forenames': 'L.'}, {'keyname': 'Zhang', 'forenames': 'L.'}]",Discovery and timing of ten new millisecond pulsars in the globular  cluster Terzan 5
2403.17975,"[{'keyname': 'Ferraz', 'forenames': 'Carlos Handrey A.'}, {'keyname': 'Lima', 'forenames': 'José Luiz S.'}]",Critical behavior of the stochastic SIR model on random bond-diluted  lattices
2403.19372,"[{'keyname': 'Moran', 'forenames': 'Jacob'}, {'keyname': 'Tikhonov', 'forenames': 'Mikhail'}]",Emergent predictability in microbial ecosystems
2403.19613,"[{'keyname': 'Liakos', 'forenames': 'Alexios'}, {'keyname': 'Bonanos', 'forenames': 'Alceste Z.'}, {'keyname': 'Xilouris', 'forenames': 'Emmanouil M.'}, {'keyname': 'Koschny', 'forenames': 'Detlef'}, {'keyname': 'Bellas-Velidis', 'forenames': 'Ioannis'}, {'keyname': 'Boumis', 'forenames': 'Panagiotis'}, {'keyname': 'Maroussis', 'forenames': 'Athanassios'}, {'keyname': 'Moissl', 'forenames': 'Richard'}]",NELIOTA: New results and updated statistics after 6.5 years of lunar  impact flashes monitoring
2403.19651,"[{'keyname': 'Zhang', 'forenames': 'Kai'}, {'keyname': 'Luan', 'forenames': 'Yi'}, {'keyname': 'Hu', 'forenames': 'Hexiang'}, {'keyname': 'Lee', 'forenames': 'Kenton'}, {'keyname': 'Qiao', 'forenames': 'Siyuan'}, {'keyname': 'Chen', 'forenames': 'Wenhu'}, {'keyname': 'Su', 'forenames': 'Yu'}, {'keyname': 'Chang', 'forenames': 'Ming-Wei'}]",MagicLens: Self-Supervised Image Retrieval with Open-Ended Instructions
2403.19777,"[{'keyname': 'Heredia', 'forenames': 'Carlos'}, {'keyname': 'Llosa', 'forenames': 'Josep'}]",Are nonlocal Lagrangian systems fatally unstable?
2403.19788,"[{'keyname': 'Feng', 'forenames': 'Jian-Cheng'}, {'keyname': 'Chen', 'forenames': 'Xuepeng'}, {'keyname': 'Su', 'forenames': 'Yang'}, {'keyname': 'Sun', 'forenames': 'Li'}, {'keyname': 'Zhang', 'forenames': 'Shiyu'}, {'keyname': 'Zhou', 'forenames': 'Xin'}, {'keyname': 'Guo', 'forenames': 'Weihua'}]",Large-field CO (J=1-0) observations toward SNR G150.3+4.5
2403.20179,"[{'keyname': 'Carry', 'forenames': 'B.'}, {'keyname': 'Peloton', 'forenames': 'J.'}, {'keyname': 'Montagner', 'forenames': 'R. Le'}, {'keyname': 'Mahlke', 'forenames': 'M.'}, {'keyname': 'Berthier', 'forenames': 'J.'}]",Combined spin orientation and phase function of asteroids
2404.00440,"[{'keyname': 'Amato', 'forenames': 'Daniele'}, {'keyname': 'Facchi', 'forenames': 'Paolo'}]",Number of steady states of quantum evolutions
2404.00627,"[{'keyname': 'Basdouri', 'forenames': 'Imed'}, {'keyname': 'Benabdelhafidh', 'forenames': 'Sami'}, {'keyname': 'Sadraoui', 'forenames': 'Mohamed Amin'}, {'keyname': 'Saha', 'forenames': 'Ripan'}]",A cohomological study of modified Rota-Baxter associative algebras with  derivations
2404.00817,"[{'keyname': 'Iwasaki', 'forenames': 'Yuno'}, {'keyname': 'Tan', 'forenames': 'Andi'}, {'keyname': 'Tully', 'forenames': 'Christopher G.'}]",Towards CRES-Based Non-destructive Electron Momentum Estimation for the  PTOLEMY Relic Neutrino Detector
2404.01473,"[{'keyname': 'Huckvale', 'forenames': 'Erik D.'}, {'keyname': 'Moseley', 'forenames': 'Hunter N. B.'}]",gpu_tracker: Python package for tracking and profiling GPU utilization  in both desktop and high-performance computing environments
2404.01523,"[{'keyname': 'Tran', 'forenames': 'Nguyen Phuc'}, {'keyname': 'Delgado', 'forenames': 'Oscar'}, {'keyname': 'Jaumard', 'forenames': 'Brigitte'}]",Proactive Service Assurance in 5G and B5G Networks: A Closed-Loop  Algorithm for End-to-End Network Slicing
2404.01892,"[{'keyname': 'Gong', 'forenames': 'Cheng'}, {'keyname': 'Zheng', 'forenames': 'Haoshuai'}, {'keyname': 'Hu', 'forenames': 'Mengting'}, {'keyname': 'Lin', 'forenames': 'Zheng'}, {'keyname': 'Fan', 'forenames': 'Deng-Ping'}, {'keyname': 'Zhang', 'forenames': 'Yuzhi'}, {'keyname': 'Li', 'forenames': 'Tao'}]",Minimize Quantization Output Error with Bias Compensation
2404.02049,"[{'keyname': 'Bershadskii', 'forenames': 'A.'}]",Small-scale magnetohydrodynamic dynamos: from deterministic chaos to  turbulence
2404.02424,"[{'keyname': 'He', 'forenames': 'Shwai'}, {'keyname': 'Li', 'forenames': 'Ang'}, {'keyname': 'Chen', 'forenames': 'Tianlong'}]",Rethinking Pruning for Vision-Language Models: Strategies for Effective  Sparsity and Performance Restoration
2404.02434,"[{'keyname': 'Merrill', 'forenames': 'Rachel'}, {'keyname': 'Hamdan', 'forenames': 'Alia'}, {'keyname': 'Bista', 'forenames': 'Ash'}, {'keyname': 'Franklin', 'forenames': 'Scott'}]",Physics Faculty and Empathy in Academic Spaces
2404.02819,"[{'keyname': 'Zylberman', 'forenames': 'Julien'}, {'keyname': 'Nzongani', 'forenames': 'Ugo'}, {'keyname': 'Simonetto', 'forenames': 'Andrea'}, {'keyname': 'Debbasch', 'forenames': 'Fabrice'}]",Efficient Quantum Circuits for Non-Unitary and Unitary Diagonal  Operators with Space-Time-Accuracy trade-offs
2404.02958,"[{'keyname': 'Ragusa', 'forenames': 'Enrico'}, {'keyname': 'Lynch', 'forenames': 'Elliot'}, {'keyname': 'Laibe', 'forenames': 'Guillaume'}, {'keyname': 'Longarini', 'forenames': 'Cristiano'}, {'keyname': 'Ceppi', 'forenames': 'Simone'}]",Probing the eccentricity in protostellar discs -- Modeling kinematics  and morphologies
2404.03118,"[{'keyname': 'Stan', 'forenames': 'Gabriela Ben Melech'}, {'keyname': 'Aflalo', 'forenames': 'Estelle'}, {'keyname': 'Rohekar', 'forenames': 'Raanan Yehezkel'}, {'keyname': 'Bhiwandiwalla', 'forenames': 'Anahita'}, {'keyname': 'Tseng', 'forenames': 'Shao-Yen'}, {'keyname': 'Olson', 'forenames': 'Matthew Lyle'}, {'keyname': 'Gurwicz', 'forenames': 'Yaniv'}, {'keyname': 'Wu', 'forenames': 'Chenfei'}, {'keyname': 'Duan', 'forenames': 'Nan'}, {'keyname': 'Lal', 'forenames': 'Vasudev'}]",LVLM-Interpret: An Interpretability Tool for Large Vision-Language  Models
2404.03300,"[{'keyname': 'Schroetter', 'forenames': 'Ilane'}, {'keyname': 'Bouché', 'forenames': 'Nicolas F.'}, {'keyname': 'Zabl', 'forenames': 'Johannes'}, {'keyname': 'Wendt', 'forenames': 'Martin'}, {'keyname': 'Cherrey', 'forenames': 'Maxime'}, {'keyname': 'Langan', 'forenames': 'Ivanna'}, {'keyname': 'Schaye', 'forenames': 'Joop'}, {'keyname': 'Contini', 'forenames': 'Thierry'}]",MusE GAs FLOw and Wind (MEGAFLOW) XI. Scaling relations between outflows  and host galaxy properties
2404.03376,"[{'keyname': 'Paliwal', 'forenames': 'A.'}, {'keyname': 'Cui', 'forenames': 'W.'}, {'keyname': 'de Andrés', 'forenames': 'D.'}, {'keyname': 'De Petris', 'forenames': 'M.'}, {'keyname': 'Ferragamo', 'forenames': 'A.'}, {'keyname': 'Hanser', 'forenames': 'C.'}, {'keyname': 'Macías-Pérez', 'forenames': 'J. -F.'}, {'keyname': 'Mayet', 'forenames': 'F.'}, {'keyname': 'Moyer-Anin', 'forenames': 'A.'}, {'keyname': 'Muñoz-Echeverría', 'forenames': 'M.'}, {'keyname': 'Perotto', 'forenames': 'L.'}, {'keyname': 'Rasia', 'forenames': 'E.'}, {'keyname': 'Yepes', 'forenames': 'G.'}]",3D scaling laws and projection effects in The300-NIKA2 Sunyaev-Zeldovich  Large Program Twin Samples
2404.03876,"[{'keyname': 'Barone', 'forenames': 'Gianluca'}, {'keyname': 'Cunchala', 'forenames': 'Aashrit'}, {'keyname': 'Nunez', 'forenames': 'Rudy'}]",Accurately Classifying Out-Of-Distribution Data in Facial Recognition
2404.04164,"[{'keyname': 'Guerra-Alvarado', 'forenames': 'Osmar M.'}, {'keyname': 'Carrasco-González', 'forenames': 'Carlos'}, {'keyname': 'Macías', 'forenames': 'Enrique'}, {'keyname': 'van der Marel', 'forenames': 'Nienke'}, {'keyname': 'Houge', 'forenames': 'Adrien'}, {'keyname': 'Maud', 'forenames': 'Luke T.'}, {'keyname': 'Pinilla', 'forenames': 'Paola'}, {'keyname': 'Villenave', 'forenames': 'Marion'}, {'keyname': 'Asaki', 'forenames': 'Yoshiharu'}, {'keyname': 'Humphreys', 'forenames': 'Elizabeth'}]",Into the thick of it: ALMA 0.45 mm observations of HL Tau at 2 au  resolution
2404.04768,"[{'keyname': 'Islam', 'forenames': 'Ariful'}, {'keyname': 'Rock', 'forenames': 'Nathan David'}, {'keyname': 'Scarpulla', 'forenames': 'Michael A.'}]","Quantification of the strong, phonon-induced Urbach tails in  \b{eta}-Ga2O3 and their implications on electrical breakdown"
2404.04778,"[{'keyname': 'Chi', 'forenames': 'Yi-Heng'}, {'keyname': 'Chen', 'forenames': 'Han-Xiao'}, {'keyname': 'Chen', 'forenames': 'Yang'}, {'keyname': 'Meng', 'forenames': 'Yi-Fan'}, {'keyname': 'Zhou', 'forenames': 'Ping'}, {'keyname': 'Sun', 'forenames': 'Lei'}, {'keyname': 'Sun', 'forenames': 'Wei'}]",Thermal X-ray Emission in the Western Half of the LMC Superbubble 30 Dor  C
2404.05339,"[{'keyname': 'Schmetterling', 'forenames': 'Raphael'}, {'keyname': 'Forni', 'forenames': 'Fulvio'}, {'keyname': 'Franci', 'forenames': 'Alessio'}, {'keyname': 'Sepulchre', 'forenames': 'Rodolphe'}]",Neuromorphic Control of a Pendulum
2404.05516,"[{'keyname': 'Makarov', 'forenames': 'Antón'}, {'keyname': 'Pérez-Herradón', 'forenames': 'Carlos'}, {'keyname': 'Franceschetto', 'forenames': 'Giacomo'}, {'keyname': 'Taddei', 'forenames': 'Márcio M.'}, {'keyname': 'Osaba', 'forenames': 'Eneko'}, {'keyname': 'del Barrio', 'forenames': 'Paloma'}, {'keyname': 'Villar-Rodriguez', 'forenames': 'Esther'}, {'keyname': 'Oregi', 'forenames': 'Izaskun'}]",Quantum Optimization Methods for Satellite Mission Planning
2404.05682,"[{'keyname': 'Lahme', 'forenames': 'Simon Zacharias'}, {'keyname': 'Cirkel', 'forenames': 'Jasper Ole'}, {'keyname': 'Hahn', 'forenames': 'Larissa'}, {'keyname': 'Hofmann', 'forenames': 'Julia'}, {'keyname': 'Neuhaus', 'forenames': 'Josefine'}, {'keyname': 'Schneider', 'forenames': 'Susanne'}, {'keyname': 'Klein', 'forenames': 'Pascal'}]",From enrollment to exams: Perceived stress dynamics among first-year  physics students
2404.05722,"[{'keyname': 'Tada', 'forenames': 'Yuichiro'}, {'keyname': 'Terada', 'forenames': 'Takahiro'}]",Quintessential interpretation of the evolving dark energy in light of  DESI
